Kód obce,Obec,ORP,Okres,Kraj,Extent
586081,Bzenec,Kyjov,Hodonín,Jihomoravský kraj,"POLYGON((-555496.79 -1197116.75,-555496.79 -1187926.24,-548213.77 -1187926.24,-548213.77 -1197116.75,-555496.79 -1197116.75))"
531120,Bzová,Hořovice,Beroun,Středočeský kraj,"POLYGON((-788399.59 -1059639.64,-788399.59 -1054674.27,-783718.07 -1054674.27,-783718.07 -1059639.64,-788399.59 -1059639.64))"
568490,Čachotín,Chotěboř,Havlíčkův Brod,Kraj Vysočina,"POLYGON((-665301.55 -1099130.4,-665301.55 -1095871.12,-662214.48 -1095871.12,-662214.48 -1099130.4,-665301.55 -1099130.4))"
535621,Čachovice,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,"POLYGON((-706162.37 -1028368.71,-706162.37 -1023326.11,-702357.9 -1023326.11,-702357.9 -1028368.71,-706162.37 -1028368.71))"
555941,Čachrov,Klatovy,Klatovy,Plzeňský kraj,"POLYGON((-841495.82 -1136535.07,-841495.82 -1119457.4,-833073.17 -1119457.4,-833073.17 -1136535.07,-841495.82 -1136535.07))"
529478,Čakov,Benešov,Benešov,Středočeský kraj,"POLYGON((-718789.73 -1077985.94,-718789.73 -1075182.77,-715656.48 -1075182.77,-715656.48 -1077985.94,-718789.73 -1077985.94))"
535541,Čakov,České Budějovice,České Budějovice,Jihočeský kraj,"POLYGON((-769691.28 -1166729.43,-769691.28 -1161507.2,-765998.01 -1161507.2,-765998.01 -1166729.43,-769691.28 -1166729.43))"
552003,Čaková,Krnov,Bruntál,Moravskoslezský kraj,"POLYGON((-523439.6 -1074696.03,-523439.6 -1070304.92,-518961.75 -1070304.92,-518961.75 -1074696.03,-523439.6 -1074696.03))"
598291,Čakovičky,Neratovice,Mělník,Středočeský kraj,"POLYGON((-734049.92 -1029516.12,-734049.92 -1026665.1,-731906.53 -1026665.1,-731906.53 -1029516.12,-734049.92 -1029516.12))"
571270,Čankovice,Chrudim,Chrudim,Pardubický kraj,"POLYGON((-638015.87 -1071171.19,-638015.87 -1068339.83,-634973.4 -1068339.83,-634973.4 -1071171.19,-638015.87 -1071171.19))"
534005,Čáslav,Čáslav,Kutná Hora,Středočeský kraj,"POLYGON((-679220.33 -1075090.61,-679220.33 -1066557.27,-673086.19 -1066557.27,-673086.19 -1075090.61,-679220.33 -1075090.61))"
590436,Čáslavice,Třebíč,Třebíč,Kraj Vysočina,"POLYGON((-662525.12 -1160354.59,-662525.12 -1156082.52,-656523.94 -1156082.52,-656523.94 -1160354.59,-662525.12 -1160354.59))"
547689,Čáslavsko,Pacov,Pelhřimov,Kraj Vysočina,"POLYGON((-711021.28 -1106229.57,-711021.28 -1101359.24,-706073.22 -1101359.24,-706073.22 -1106229.57,-711021.28 -1106229.57))"
560804,Částkov,Tachov,Tachov,Plzeňský kraj,"POLYGON((-877404.2 -1062366.5,-877404.2 -1057433.73,-870962.05 -1057433.73,-870962.05 -1062366.5,-877404.2 -1062366.5))"
592137,Částkov,Uherské Hradiště,Uherské Hradiště,Zlínský kraj,"POLYGON((-527212.13 -1180905.02,-527212.13 -1176940.53,-523838.2 -1176940.53,-523838.2 -1180905.02,-527212.13 -1180905.02))"
553964,Častohostice,Moravské Budějovice,Třebíč,Kraj Vysočina,"POLYGON((-659403.29 -1175246.8,-659403.29 -1172959.76,-656534.87 -1172959.76,-656534.87 -1175246.8,-659403.29 -1175246.8))"
576182,Častolovice,Kostelec nad Orlicí,Rychnov nad Kněžnou,Královéhradecký kraj,"POLYGON((-619282.69 -1054954.99,-619282.69 -1051795.74,-615845.67 -1051795.74,-615845.67 -1054954.99,-619282.69 -1054954.99))"
547719,Častrov,Pelhřimov,Pelhřimov,Kraj Vysočina,"POLYGON((-703957.83 -1140084.11,-703957.83 -1132432.11,-695831.45 -1132432.11,-695831.45 -1140084.11,-703957.83 -1140084.11))"
572799,Časy,Pardubice,Pardubice,Pardubický kraj,"POLYGON((-639645.87 -1059885.64,-639645.87 -1057153.6,-637398.88 -1057153.6,-637398.88 -1059885.64,-639645.87 -1059885.64))"
569119,Čavisov,Ostrava,Ostrava-město,Moravskoslezský kraj,"POLYGON((-486211.36 -1104240.18,-486211.36 -1099952.04,-483832.98 -1099952.04,-483832.98 -1104240.18,-486211.36 -1104240.18))"
582913,Čebín,Kuřim,Brno-venkov,Jihomoravský kraj,"POLYGON((-607662.01 -1149031.55,-607662.01 -1145404.27,-604281.65 -1145404.27,-604281.65 -1149031.55,-607662.01 -1149031.55))"
560782,Cebiv,Stříbro,Tachov,Plzeňský kraj,"POLYGON((-850688.73 -1058374.17,-850688.73 -1053684.85,-845110.42 -1053684.85,-845110.42 -1058374.17,-850688.73 -1058374.17))"
534749,Čečelice,Mělník,Mělník,Středočeský kraj,"POLYGON((-728811.35 -1024723.93,-728811.35 -1020674.65,-722622.9 -1020674.65,-722622.9 -1024723.93,-728811.35 -1024723.93))"
510068,Čečelovice,Blatná,Strakonice,Jihočeský kraj,"POLYGON((-800337.21 -1117658.07,-800337.21 -1114035.06,-797005.49 -1114035.06,-797005.49 -1117658.07,-800337.21 -1117658.07))"
590444,Čechočovice,Třebíč,Třebíč,Kraj Vysočina,"POLYGON((-659351.83 -1153818.4,-659351.83 -1151279.14,-656238.22 -1151279.14,-656238.22 -1153818.4,-659351.83 -1153818.4))"
529486,Čechtice,Vlašim,Benešov,Středočeský kraj,"POLYGON((-711770.29 -1103435.54,-711770.29 -1096312.42,-701766.3 -1096312.42,-701766.3 -1103435.54,-711770.29 -1103435.54))"
590452,Čechtín,Třebíč,Třebíč,Kraj Vysočina,"POLYGON((-654753.11 -1144549.37,-654753.11 -1141251.66,-651596.39 -1141251.66,-651596.39 -1144549.37,-654753.11 -1144549.37))"
552771,Čechy,Přerov,Přerov,Olomoucký kraj,"POLYGON((-529706.37 -1144412.85,-529706.37 -1140288.47,-527490.38 -1140288.47,-527490.38 -1144412.85,-529706.37 -1144412.85))"
589381,Čechy pod Kosířem,Prostějov,Prostějov,Olomoucký kraj,"POLYGON((-566499.83 -1126781.33,-566499.83 -1122892.44,-560962.58 -1122892.44,-560962.58 -1126781.33,-566499.83 -1126781.33))"
548375,Čečkovice,Chotěboř,Havlíčkův Brod,Kraj Vysočina,"POLYGON((-659946.02 -1089053.52,-659946.02 -1087021.71,-657670.01 -1087021.71,-657670.01 -1089053.52,-659946.02 -1089053.52))"
566080,Čečovice,Stod,Domažlice,Plzeňský kraj,"POLYGON((-851565.5 -1085190.83,-851565.5 -1081755.72,-849395.64 -1081755.72,-849395.64 -1085190.83,-851565.5 -1085190.83))"
550906,Cehnice,Strakonice,Strakonice,Jihočeský kraj,"POLYGON((-786369.57 -1137915.26,-786369.57 -1132625.9,-781719.81 -1132625.9,-781719.81 -1137915.26,-786369.57 -1137915.26))"
589365,Čehovice,Prostějov,Prostějov,Olomoucký kraj,"POLYGON((-556172.83 -1140874.93,-556172.83 -1137277.83,-552793.44 -1137277.83,-552793.44 -1140874.93,-556172.83 -1140874.93))"
586099,Čejč,Hodonín,Hodonín,Jihomoravský kraj,"POLYGON((-578413.32 -1194513.95,-578413.32 -1189578.85,-573113.97 -1189578.85,-573113.97 -1194513.95,-578413.32 -1194513.95))"
550922,Čejetice,Strakonice,Strakonice,Jihočeský kraj,"POLYGON((-787432.69 -1135903.11,-787432.69 -1129422.61,-780237.54 -1129422.61,-780237.54 -1135903.11,-787432.69 -1135903.11))"
529524,Čejkovice,Čáslav,Kutná Hora,Středočeský kraj,"POLYGON((-682088.7 -1085336.88,-682088.7 -1083234.3,-680338.6 -1083234.3,-680338.6 -1085336.88,-682088.7 -1085336.88))"
544329,Čejkovice,České Budějovice,České Budějovice,Jihočeský kraj,"POLYGON((-763645.43 -1164113.44,-763645.43 -1158760.8,-760315.83 -1158760.8,-760315.83 -1164113.44,-763645.43 -1164113.44))"
586102,Čejkovice,Hodonín,Hodonín,Jihomoravský kraj,"POLYGON((-580237.8 -1200948.32,-580237.8 -1192689.83,-575197 -1192689.83,-575197 -1200948.32,-580237.8 -1200948.32))"
593877,Čejkovice,Znojmo,Znojmo,Jihomoravský kraj,"POLYGON((-628096.91 -1194908.06,-628096.91 -1191200.07,-622906.5 -1191200.07,-622906.5 -1194908.06,-628096.91 -1194908.06))"
586978,Cejle,Jihlava,Jihlava,Kraj Vysočina,"POLYGON((-682515.08 -1133985.61,-682515.08 -1130461.86,-676388.91 -1130461.86,-676388.91 -1133985.61,-682515.08 -1133985.61))"
547735,Čejov,Humpolec,Pelhřimov,Kraj Vysočina,"POLYGON((-683493.72 -1111537.94,-683493.72 -1107896.09,-679637.81 -1107896.09,-679637.81 -1111537.94,-683493.72 -1111537.94))"
559768,Cekov,Rokycany,Rokycany,Plzeňský kraj,"POLYGON((-794738.43 -1067701.8,-794738.43 -1064037,-792809.43 -1064037,-792809.43 -1067701.8,-794738.43 -1067701.8))"
598071,Čeladná,Frýdlant nad Ostravicí,Frýdek-Místek,Moravskoslezský kraj,"POLYGON((-473512.64 -1145955.67,-473512.64 -1132034.78,-466203.25 -1132034.78,-466203.25 -1145955.67,-473512.64 -1145955.67))"
538132,Čelákovice,Brandýs nad Labem-Stará Boleslav,Praha-východ,Středočeský kraj,"POLYGON((-721026.04 -1041245.38,-721026.04 -1036045.5,-714540.58 -1036045.5,-714540.58 -1041245.38,-721026.04 -1041245.38))"
589390,Čelčice,Prostějov,Prostějov,Olomoucký kraj,"POLYGON((-555018.57 -1142798.12,-555018.57 -1139273.63,-551462.78 -1139273.63,-551462.78 -1142798.12,-555018.57 -1142798.12))"
513059,Čelechovice,Přerov,Přerov,Olomoucký kraj,"POLYGON((-540422.07 -1132327.94,-540422.07 -1130028.61,-538923.34 -1130028.61,-538923.34 -1132327.94,-540422.07 -1132327.94))"
589403,Čelechovice na Hané,Prostějov,Prostějov,Olomoucký kraj,"POLYGON((-560514.98 -1129555.89,-560514.98 -1126556.14,-556357.72 -1126556.14,-556357.72 -1129555.89,-560514.98 -1129555.89))"
529826,Čelistná,Pelhřimov,Pelhřimov,Kraj Vysočina,"POLYGON((-698078.03 -1131986.74,-698078.03 -1129479.95,-696048.97 -1129479.95,-696048.97 -1131986.74,-698078.03 -1131986.74))"
586111,Čeložnice,Kyjov,Hodonín,Jihomoravský kraj,"POLYGON((-561108.65 -1181691.06,-561108.65 -1177429.66,-558554.07 -1177429.66,-558554.07 -1181691.06,-561108.65 -1181691.06))"
558711,Čeminy,Nýřany,Plzeň-sever,Plzeňský kraj,"POLYGON((-832377.53 -1065186.57,-832377.53 -1059538.45,-828542.75 -1059538.45,-828542.75 -1065186.57,-832377.53 -1065186.57))"
540072,Čenkov,Příbram,Příbram,Středočeský kraj,"POLYGON((-778285.45 -1074794.09,-778285.45 -1071093.18,-773796.38 -1071093.18,-773796.38 -1074794.09,-778285.45 -1074794.09))"
579998,Čenkovice,Lanškroun,Ústí nad Orlicí,Pardubický kraj,"POLYGON((-584743.36 -1072278.67,-584743.36 -1069032.61,-580977.27 -1069032.61,-580977.27 -1072278.67,-584743.36 -1072278.67))"
598976,Čenkov u Bechyně,Týn nad Vltavou,České Budějovice,Jihočeský kraj,"POLYGON((-751040.5 -1138276.8,-751040.5 -1136069.79,-749818.79 -1136069.79,-749818.79 -1138276.8,-751040.5 -1138276.8))"
509191,Cep,Třeboň,Jindřichův Hradec,Jihočeský kraj,"POLYGON((-734182.18 -1177581.76,-734182.18 -1171761.87,-725733.97 -1171761.87,-725733.97 -1177581.76,-734182.18 -1177581.76))"
574856,Čeperka,Pardubice,Pardubice,Pardubický kraj,"POLYGON((-649771.81 -1053441.92,-649771.81 -1048987.07,-645052.99 -1048987.07,-645052.99 -1053441.92,-649771.81 -1053441.92))"
574864,Čepí,Pardubice,Pardubice,Pardubický kraj,"POLYGON((-653401.63 -1067104.78,-653401.63 -1064757.67,-651194 -1064757.67,-651194 -1067104.78,-653401.63 -1067104.78))"
550949,Čepřovice,Strakonice,Strakonice,Jihočeský kraj,"POLYGON((-790557.45 -1144685.31,-790557.45 -1139377.76,-787205.11 -1139377.76,-787205.11 -1144685.31,-790557.45 -1144685.31))"
530581,Čeradice,Žatec,Louny,Ústecký kraj,"POLYGON((-808267.88 -1011853.96,-808267.88 -1007025.27,-803168.86 -1007025.27,-803168.86 -1011853.96,-808267.88 -1011853.96))"
529516,Čerčany,Benešov,Benešov,Středočeský kraj,"POLYGON((-727649.68 -1073822.38,-727649.68 -1069515.81,-724519.83 -1069515.81,-724519.83 -1073822.38,-727649.68 -1073822.38))"
572781,Cerekvice nad Bystřicí,Hořice,Jičín,Královéhradecký kraj,"POLYGON((-649115.42 -1029139.26,-649115.42 -1024556.7,-645777.82 -1024556.7,-645777.82 -1029139.26,-649115.42 -1029139.26))"
577936,Cerekvice nad Loučnou,Litomyšl,Svitavy,Pardubický kraj,"POLYGON((-618866.9 -1081625.8,-618866.9 -1076298.37,-615894.61 -1076298.37,-615894.61 -1081625.8,-618866.9 -1081625.8))"
586986,Cerekvička-Rosice,Jihlava,Jihlava,Kraj Vysočina,"POLYGON((-671496.47 -1139770.09,-671496.47 -1135765.47,-666423.43 -1135765.47,-666423.43 -1139770.09,-671496.47 -1139770.09))"
533246,Cerhenice,Kolín,Kolín,Středočeský kraj,"POLYGON((-699458.8 -1053891.9,-699458.8 -1047830.03,-694382.05 -1047830.03,-694382.05 -1053891.9,-699458.8 -1053891.9))"
549321,Cerhonice,Písek,Písek,Jihočeský kraj,"POLYGON((-780356.11 -1115988.25,-780356.11 -1111697.9,-776410.57 -1111697.9,-776410.57 -1115988.25,-780356.11 -1115988.25))"
531138,Cerhovice,Hořovice,Beroun,Středočeský kraj,"POLYGON((-790906.81 -1064958.75,-790906.81 -1061013.86,-787113.01 -1061013.86,-787113.01 -1064958.75,-790906.81 -1064958.75))"
593885,Čermákovice,Moravský Krumlov,Znojmo,Jihomoravský kraj,"POLYGON((-631804.84 -1177363.58,-631804.84 -1174887.63,-628513.04 -1174887.63,-628513.04 -1177363.58,-631804.84 -1177363.58))"
553514,Čermná,Horšovský Týn,Domažlice,Plzeňský kraj,"POLYGON((-845785.27 -1091649,-845785.27 -1089103.58,-843329.91 -1089103.58,-843329.91 -1091649,-845785.27 -1091649))"
579106,Čermná,Vrchlabí,Trutnov,Královéhradecký kraj,"POLYGON((-642722.72 -1005291.15,-642722.72 -1000967.16,-639642.71 -1000967.16,-639642.71 -1005291.15,-642722.72 -1005291.15))"
576191,Čermná nad Orlicí,Kostelec nad Orlicí,Rychnov nad Kněžnou,Královéhradecký kraj,"POLYGON((-622826.86 -1061591.85,-622826.86 -1057392.83,-617368.65 -1057392.83,-617368.65 -1061591.85,-622826.86 -1061591.85))"
569950,Čermná ve Slezsku,Vítkov,Opava,Moravskoslezský kraj,"POLYGON((-514694.98 -1107559.21,-514694.98 -1101956.55,-510660.02 -1101956.55,-510660.02 -1107559.21,-514694.98 -1107559.21))"
595438,Černá,Velké Meziříčí,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-650573.73 -1131072.59,-650573.73 -1126591.94,-646346.08 -1126591.94,-646346.08 -1131072.59,-650573.73 -1131072.59))"
581496,Černá Hora,Blansko,Blansko,Jihomoravský kraj,"POLYGON((-599729.82 -1141589.19,-599729.82 -1135233.56,-595720.27 -1135233.56,-595720.27 -1141589.19,-599729.82 -1141589.19))"
572896,Černá u Bohdanče,Pardubice,Pardubice,Pardubický kraj,"POLYGON((-655551.18 -1059276.83,-655551.18 -1056771.72,-653390.43 -1056771.72,-653390.43 -1059276.83,-655551.18 -1059276.83))"
538019,Černava,Karlovy Vary,Karlovy Vary,Karlovarský kraj,"POLYGON((-861593.57 -1005136.9,-861593.57 -1001171.64,-857742.71 -1001171.64,-857742.71 -1005136.9,-861593.57 -1005136.9))"
533491,Černá Voda,Jeseník,Jeseník,Olomoucký kraj,"POLYGON((-548521.7 -1044012.14,-548521.7 -1039455.53,-543946.79 -1039455.53,-543946.79 -1044012.14,-548521.7 -1044012.14))"
545457,Černá v Pošumaví,Český Krumlov,Český Krumlov,Jihočeský kraj,"POLYGON((-794164.08 -1195063.2,-794164.08 -1183821.76,-780910.87 -1183821.76,-780910.87 -1195063.2,-794164.08 -1195063.2))"
542628,Černčice,Louny,Louny,Ústecký kraj,"POLYGON((-780616.68 -1008147.72,-780616.68 -1006270.93,-778268.71 -1006270.93,-778268.71 -1008147.72,-780616.68 -1008147.72))"
573957,Černčice,Nové Město nad Metují,Náchod,Královéhradecký kraj,"POLYGON((-622374.6 -1032110.43,-622374.6 -1029730.58,-618819.1 -1029730.58,-618819.1 -1032110.43,-622374.6 -1032110.43))"
546852,Černěves,Roudnice nad Labem,Litoměřice,Ústecký kraj,"POLYGON((-750345.46 -1002664.48,-750345.46 -999363.72,-747472.05 -999363.72,-747472.05 -1002664.48,-750345.46 -1002664.48))"
533254,Černé Voděrady,Říčany,Praha-východ,Středočeský kraj,"POLYGON((-719815.6 -1064852.74,-719815.6 -1058852.84,-715428.93 -1058852.84,-715428.93 -1064852.74,-719815.6 -1064852.74))"
587001,Černíč,Telč,Jihlava,Kraj Vysočina,"POLYGON((-684489.27 -1159887,-684489.27 -1154942.95,-679179.37 -1154942.95,-679179.37 -1159887,-684489.27 -1159887))"
553531,Černíkov,Klatovy,Klatovy,Plzeňský kraj,"POLYGON((-848098.8 -1108147.05,-848098.8 -1100585.32,-842653.44 -1100585.32,-842653.44 -1108147.05,-848098.8 -1108147.05))"
566632,Černíkovice,Kralovice,Plzeň-sever,Plzeňský kraj,"POLYGON((-806237.83 -1048388.16,-806237.83 -1046018.83,-804145.63 -1046018.83,-804145.63 -1048388.16,-806237.83 -1048388.16))"
576204,Černíkovice,Rychnov nad Kněžnou,Rychnov nad Kněžnou,Královéhradecký kraj,"POLYGON((-617461.27 -1049790.39,-617461.27 -1045105.53,-612687.22 -1045105.53,-612687.22 -1049790.39,-617461.27 -1049790.39))"
599301,Černíky,Český Brod,Nymburk,Středočeský kraj,"POLYGON((-716388.01 -1046515.78,-716388.01 -1043617.29,-712829.24 -1043617.29,-712829.24 -1046515.78,-716388.01 -1046515.78))"
569917,Černilov,Hradec Králové,Hradec Králové,Královéhradecký kraj,"POLYGON((-638392.85 -1039562.27,-638392.85 -1034410.92,-630643.01 -1034410.92,-630643.01 -1039562.27,-638392.85 -1039562.27))"
593893,Černín,Znojmo,Znojmo,Jihomoravský kraj,"POLYGON((-644784.58 -1180853.63,-644784.58 -1176948.77,-641082.06 -1176948.77,-641082.06 -1180853.63,-644784.58 -1180853.63))"
534013,Černíny,Kutná Hora,Kutná Hora,Středočeský kraj,"POLYGON((-693045.13 -1081824.11,-693045.13 -1073033.2,-686996.86 -1073033.2,-686996.86 -1081824.11,-693045.13 -1081824.11))"
564699,Černiv,Lovosice,Litoměřice,Ústecký kraj,"POLYGON((-764048.68 -1000964.12,-764048.68 -998255.17,-762102.67 -998255.17,-762102.67 -1000964.12,-764048.68 -1000964.12))"
539121,Černolice,Černošice,Praha-západ,Středočeský kraj,"POLYGON((-754951.94 -1062327.4,-754951.94 -1059738.57,-752869.59 -1059738.57,-752869.59 -1062327.4,-754951.94 -1062327.4))"
539139,Černošice,Černošice,Praha-západ,Středočeský kraj,"POLYGON((-754149.74 -1058608.42,-754149.74 -1054416.24,-749823.86 -1054416.24,-749823.86 -1058608.42,-754149.74 -1058608.42))"
560812,Černošín,Stříbro,Tachov,Plzeňský kraj,"POLYGON((-861011.22 -1061737.53,-861011.22 -1053950.25,-851260.15 -1053950.25,-851260.15 -1061737.53,-861011.22 -1061737.53))"
513067,Černotín,Hranice,Přerov,Olomoucký kraj,"POLYGON((-511984.84 -1133168.54,-511984.84 -1128928.91,-508417.16 -1128928.91,-508417.16 -1133168.54,-511984.84 -1133168.54))"
542423,Černouček,Roudnice nad Labem,Litoměřice,Ústecký kraj,"POLYGON((-747923.85 -1013003.92,-747923.85 -1010789.76,-744918.02 -1010789.76,-744918.02 -1013003.92,-747923.85 -1013003.92))"
545996,Černousy,Frýdlant,Liberec,Liberecký kraj,"POLYGON((-688416.47 -950038.6,-688416.47 -945465.84,-683954.78 -945465.84,-683954.78 -950038.6,-688416.47 -950038.6))"
561142,Černov,Pelhřimov,Pelhřimov,Kraj Vysočina,"POLYGON((-690611.05 -1134515.3,-690611.05 -1131475.81,-688238.46 -1131475.81,-688238.46 -1134515.3,-690611.05 -1134515.3))"
581500,Černovice,Boskovice,Blansko,Jihomoravský kraj,"POLYGON((-612868.97 -1128896.64,-612868.97 -1124796.08,-605820.84 -1124796.08,-605820.84 -1128896.64,-612868.97 -1128896.64))"
563021,Černovice,Chomutov,Chomutov,Ústecký kraj,"POLYGON((-813721.45 -995350.07,-813721.45 -989759.93,-810644.21 -989759.93,-810644.21 -995350.07,-813721.45 -995350.07))"
547760,Černovice,Pelhřimov,Pelhřimov,Kraj Vysočina,"POLYGON((-717928.9 -1132838.88,-717928.9 -1123693.48,-710326.63 -1123693.48,-710326.63 -1132838.88,-717928.9 -1132838.88))"
566098,Černovice,Stod,Domažlice,Plzeňský kraj,"POLYGON((-853849.07 -1082611.2,-853849.07 -1078816.17,-850408.44 -1078816.17,-850408.44 -1082611.2,-853849.07 -1082611.2))"
530328,Čerňovice,Nýřany,Plzeň-sever,Plzeňský kraj,"POLYGON((-842366.91 -1061787.54,-842366.91 -1057607.77,-838741.79 -1057607.77,-838741.79 -1061787.54,-842366.91 -1061787.54))"
569925,Černožice,Hradec Králové,Hradec Králové,Královéhradecký kraj,"POLYGON((-638432.46 -1031812.42,-638432.46 -1029099.12,-635513.48 -1029099.12,-635513.48 -1031812.42,-638432.46 -1031812.42))"
532207,Černuc,Slaný,Kladno,Středočeský kraj,"POLYGON((-757201.67 -1020888.2,-757201.67 -1013398.7,-751793.48 -1013398.7,-751793.48 -1020888.2,-757201.67 -1020888.2))"
595446,Černvír,Tišnov,Brno-venkov,Jihomoravský kraj,"POLYGON((-614980.78 -1131551.79,-614980.78 -1130082.9,-613169.96 -1130082.9,-613169.96 -1131551.79,-614980.78 -1131551.79))"
579114,Černý Důl,Vrchlabí,Trutnov,Královéhradecký kraj,"POLYGON((-646116.97 -999593.79,-646116.97 -988511.27,-641803.8 -988511.27,-641803.8 -999593.79,-646116.97 -999593.79))"
563722,Černýšovice,Tábor,Tábor,Jihočeský kraj,"POLYGON((-749737.66 -1130075.21,-749737.66 -1126518.19,-744423.24 -1126518.19,-744423.24 -1130075.21,-749737.66 -1130075.21))"
505099,Červená Hora,Náchod,Náchod,Královéhradecký kraj,"POLYGON((-622712.69 -1018473.31,-622712.69 -1016733.11,-620756.68 -1016733.11,-620756.68 -1018473.31,-622712.69 -1018473.31))"
590461,Červená Lhota,Třebíč,Třebíč,Kraj Vysočina,"POLYGON((-657285.58 -1145682.27,-657285.58 -1142390.33,-652884.06 -1142390.33,-652884.06 -1145682.27,-657285.58 -1145682.27))"
547778,Červená Řečice,Pelhřimov,Pelhřimov,Kraj Vysočina,"POLYGON((-701065.65 -1118825.19,-701065.65 -1111603.79,-693900.6 -1111603.79,-693900.6 -1118825.19,-701065.65 -1118825.19))"
548995,Červená Třemešná,Hořice,Jičín,Královéhradecký kraj,"POLYGON((-653050.09 -1022369.33,-653050.09 -1017483.22,-649660.04 -1017483.22,-649660.04 -1022369.33,-653050.09 -1022369.33))"
580015,Červená Voda,Králíky,Ústí nad Orlicí,Pardubický kraj,"POLYGON((-581960.48 -1073422.7,-581960.48 -1064573.23,-572998.57 -1064573.23,-572998.57 -1073422.7,-581960.48 -1073422.7))"
534021,Červené Janovice,Kutná Hora,Kutná Hora,Středočeský kraj,"POLYGON((-688301.99 -1082381.47,-688301.99 -1076425.47,-683783.95 -1076425.47,-683783.95 -1082381.47,-688301.99 -1082381.47))"
533262,Červené Pečky,Kolín,Kolín,Středočeský kraj,"POLYGON((-692497.68 -1065052.96,-692497.68 -1060159.94,-685846.44 -1060159.94,-685846.44 -1065052.96,-692497.68 -1065052.96))"
